Wendela	-	-	15	12	-	-	27	-	-
Vera	231	207	175	147	102	111	67	63	46
Wera	11	-	-	14	-	10	-	-	-
Veronica	14	12	10	20	23	22	38	49	46
Veronika	11	10	14	-	10	-	19	16	-
Whilma	-	-	-	-	-	10	-	-	-
Victoria	81	99	96	123	134	121	179	194	210
Vida 	-	13	11	-	-	-	-	-	-
Viktoria	49	47	60	60	67	61	85	86	101
Vilda	42	35	33	33	18	-	15	-	-
Wilda	56	34	40	26	25	15	-	-	-
Vilja	23	20	18	14	11	-	-	-	-
Villemo	-	10	-	-	-	-	-	-	-
Vilma	191	154	174	157	155	157	242	271	258
Wilma	652	592	623	713	732	731	887	573	575
Viola	36	32	14	21	14	11	19	17	13
Yara 	13	14	-	-	-	-	-	-	-
Yasmin	36	26	31	28	19	23	29	25	12
Yasmine	31	22	21	27	21	19	18	21	17
Ylva	42	32	41	62	49	52	32	40	37
Yrsa	-	-	-	-	17	-	-	-	-
Zahra	26	25	21	13	19	13	10	14	13
Zahraa	-	14	-	-	10	-	-	-	-
Zainab	-	16	12	12	-	-	13	14	-
Zandra	-	-	-	-	-	-	10	-	14
Zanna	-	-	-	-	13	-	-	-	-
Zara	17	-	-	14	14	12	11	-	-
Zeinab	-	-	-	-	10	-	10	10	-
Zelda 	11	17	-	-	-	-	-	-	-
Zilan	11	-	-	-	-	-	-	-	-
Zoe	22	-	-	12	11	-	-	-	-
Åsa	-	17	-	10	-	10	18	13	13
